State,District,Year,Crop,Season,Area
Tamil Nadu,TIRUCHIRAPPALLI,2012,Groundnut,Whole Year ,3280
Tamil Nadu,TIRUCHIRAPPALLI,2012,Sesamum,Whole Year ,699
Tamil Nadu,TIRUCHIRAPPALLI,2012,Sunflower,Whole Year ,790
Tamil Nadu,TIRUCHIRAPPALLI,2012,Other Oilseeds,Whole Year ,4554
Tamil Nadu,TIRUCHIRAPPALLI,2012,Cotton,Whole Year ,445
Tamil Nadu,TIRUCHIRAPPALLI,2012,Sugarcane,Whole Year ,4899
Tamil Nadu,TIRUCHIRAPPALLI,2012,Fodder Crops,Whole Year ,195
Tamil Nadu,TIRUCHIRAPPALLI,2012,Rice,Winter     ,40439
Tamil Nadu,TIRUCHIRAPPALLI,2013,Rice,Autumn     ,3879
Tamil Nadu,TIRUCHIRAPPALLI,2013,Other Pulses,Kharif     ,202
Tamil Nadu,TIRUCHIRAPPALLI,2013,Jowar,Kharif     ,602
Tamil Nadu,TIRUCHIRAPPALLI,2013,Jowar,Rabi       ,758
Tamil Nadu,TIRUCHIRAPPALLI,2013,Other Pulses,Rabi       ,3846
Tamil Nadu,TIRUCHIRAPPALLI,2013,Rice,Summer     ,792
Tamil Nadu,TIRUCHIRAPPALLI,2013,Other Non Food Crops,Whole Year ,2342
Tamil Nadu,TIRUCHIRAPPALLI,2013,Gram,Whole Year ,2
Tamil Nadu,TIRUCHIRAPPALLI,2013,Arhar/Tur,Whole Year ,224
Tamil Nadu,TIRUCHIRAPPALLI,2013,Groundnut,Whole Year ,2321
Tamil Nadu,TIRUCHIRAPPALLI,2013,Sesamum,Whole Year ,1624
Tamil Nadu,TIRUCHIRAPPALLI,2013,Sunflower,Whole Year ,451
Tamil Nadu,TIRUCHIRAPPALLI,2013,Other Oilseeds,Whole Year ,5744
Tamil Nadu,TIRUCHIRAPPALLI,2013,Cotton,Whole Year ,341
Tamil Nadu,TIRUCHIRAPPALLI,2013,Sugarcane,Whole Year ,4034
Tamil Nadu,TIRUCHIRAPPALLI,2013,Fodder Crops,Whole Year ,302
Tamil Nadu,TIRUCHIRAPPALLI,2013,Bajra,Whole Year ,29
Tamil Nadu,TIRUCHIRAPPALLI,2013,Maize,Whole Year ,725
Tamil Nadu,TIRUCHIRAPPALLI,2013,Other Food Crops,Whole Year ,1
Tamil Nadu,TIRUCHIRAPPALLI,2013,Rice,Winter     ,43136
Tamil Nadu,TIRUCHIRAPPALLI,2014,Rice,Autumn     ,4058
Tamil Nadu,TIRUCHIRAPPALLI,2014,Jowar,Kharif     ,415
Tamil Nadu,TIRUCHIRAPPALLI,2014,Other Pulses,Kharif     ,264
Tamil Nadu,TIRUCHIRAPPALLI,2014,Other Cereals and Millets,Kharif     ,0
Tamil Nadu,TIRUCHIRAPPALLI,2014,Other Cereals and Millets,Rabi       ,0
Tamil Nadu,TIRUCHIRAPPALLI,2014,Other Pulses,Rabi       ,1409
Tamil Nadu,TIRUCHIRAPPALLI,2014,Jowar,Rabi       ,912
Tamil Nadu,TIRUCHIRAPPALLI,2014,Rice,Summer     ,2109
Tamil Nadu,TIRUCHIRAPPALLI,2014,Bajra,Whole Year ,99
Tamil Nadu,TIRUCHIRAPPALLI,2014,Maize,Whole Year ,940
Tamil Nadu,TIRUCHIRAPPALLI,2014,Ragi,Whole Year ,2
Tamil Nadu,TIRUCHIRAPPALLI,2014,Other Non Food Crops,Whole Year ,2120
Tamil Nadu,TIRUCHIRAPPALLI,2014,Gram,Whole Year ,6
Tamil Nadu,TIRUCHIRAPPALLI,2014,Arhar/Tur,Whole Year ,182
Tamil Nadu,TIRUCHIRAPPALLI,2014,Groundnut,Whole Year ,2835
Tamil Nadu,TIRUCHIRAPPALLI,2014,Sesamum,Whole Year ,1771
Tamil Nadu,TIRUCHIRAPPALLI,2014,Rapeseed and Mustard,Whole Year ,0
Tamil Nadu,TIRUCHIRAPPALLI,2014,Sunflower,Whole Year ,156
Tamil Nadu,TIRUCHIRAPPALLI,2014,Soyabean,Whole Year ,0
Tamil Nadu,TIRUCHIRAPPALLI,2014,Other Oilseeds,Whole Year ,5645
Tamil Nadu,TIRUCHIRAPPALLI,2014,Cotton,Whole Year ,436
Tamil Nadu,TIRUCHIRAPPALLI,2014,Sugarcane,Whole Year ,2999
Tamil Nadu,TIRUCHIRAPPALLI,2014,Tobacco,Whole Year ,0
Tamil Nadu,TIRUCHIRAPPALLI,2014,Fodder Crops,Whole Year ,130
Tamil Nadu,TIRUCHIRAPPALLI,2014,Other Food Crops,Whole Year ,0
Tamil Nadu,TIRUCHIRAPPALLI,2014,Wheat,Whole Year ,0
Tamil Nadu,TIRUCHIRAPPALLI,2014,Rice,Winter     ,44640
Tamil Nadu,TIRUCHIRAPPALLI,2015,Rice,Autumn     ,4169
Tamil Nadu,TIRUCHIRAPPALLI,2015,Jowar,Kharif     ,172
Tamil Nadu,TIRUCHIRAPPALLI,2015,Other Cereals and Millets,Kharif     ,0
Tamil Nadu,TIRUCHIRAPPALLI,2015,Other Pulses,Kharif     ,122
Tamil Nadu,TIRUCHIRAPPALLI,2015,Other Pulses,Rabi       ,1521
Tamil Nadu,TIRUCHIRAPPALLI,2015,Jowar,Rabi       ,1269
Tamil Nadu,TIRUCHIRAPPALLI,2015,Rice,Summer     ,3574
Tamil Nadu,TIRUCHIRAPPALLI,2015,Bajra,Whole Year ,41
Tamil Nadu,TIRUCHIRAPPALLI,2015,Maize,Whole Year ,703
Tamil Nadu,TIRUCHIRAPPALLI,2015,Ragi,Whole Year ,0
Tamil Nadu,TIRUCHIRAPPALLI,2015,Other Non Food Crops,Whole Year ,1988
Tamil Nadu,TIRUCHIRAPPALLI,2015,Gram,Whole Year ,5
Tamil Nadu,TIRUCHIRAPPALLI,2015,Arhar/Tur,Whole Year ,31
Tamil Nadu,TIRUCHIRAPPALLI,2015,Groundnut,Whole Year ,2560
Tamil Nadu,TIRUCHIRAPPALLI,2015,Sesamum,Whole Year ,1025
Tamil Nadu,TIRUCHIRAPPALLI,2015,Sunflower,Whole Year ,121
Tamil Nadu,TIRUCHIRAPPALLI,2015,Other Oilseeds,Whole Year ,5819
Tamil Nadu,TIRUCHIRAPPALLI,2015,Cotton,Whole Year ,536
Tamil Nadu,TIRUCHIRAPPALLI,2015,Sugarcane,Whole Year ,2699
Tamil Nadu,TIRUCHIRAPPALLI,2015,Fodder Crops,Whole Year ,52
Tamil Nadu,TIRUCHIRAPPALLI,2015,Rice,Winter     ,50462
Tamil Nadu,TIRUCHIRAPPALLI,2016,Rice,Autumn     ,4704
Tamil Nadu,TIRUCHIRAPPALLI,2016,Jowar,Kharif     ,570
Tamil Nadu,TIRUCHIRAPPALLI,2016,Other Pulses,Kharif     ,216
Tamil Nadu,TIRUCHIRAPPALLI,2016,Other Cereals and Millets,Kharif     ,0
Tamil Nadu,TIRUCHIRAPPALLI,2016,Other Pulses,Rabi       ,778
Tamil Nadu,TIRUCHIRAPPALLI,2016,Jowar,Rabi       ,1177
Tamil Nadu,TIRUCHIRAPPALLI,2016,Rice,Summer     ,663
Tamil Nadu,TIRUCHIRAPPALLI,2016,Bajra,Whole Year ,60
Tamil Nadu,TIRUCHIRAPPALLI,2016,Maize,Whole Year ,292
Tamil Nadu,TIRUCHIRAPPALLI,2016,Ragi,Whole Year ,0
Tamil Nadu,TIRUCHIRAPPALLI,2016,Other Non Food Crops,Whole Year ,2292
Tamil Nadu,TIRUCHIRAPPALLI,2016,Gram,Whole Year ,3
Tamil Nadu,TIRUCHIRAPPALLI,2016,Arhar/Tur,Whole Year ,48
Tamil Nadu,TIRUCHIRAPPALLI,2016,Groundnut,Whole Year ,1268
Tamil Nadu,TIRUCHIRAPPALLI,2016,Sesamum,Whole Year ,680
Tamil Nadu,TIRUCHIRAPPALLI,2016,Sunflower,Whole Year ,348
Tamil Nadu,TIRUCHIRAPPALLI,2016,Other Oilseeds,Whole Year ,5425
Tamil Nadu,TIRUCHIRAPPALLI,2016,Cotton,Whole Year ,996
Tamil Nadu,TIRUCHIRAPPALLI,2016,Sugarcane,Whole Year ,2384
Tamil Nadu,TIRUCHIRAPPALLI,2016,Fodder Crops,Whole Year ,264
Tamil Nadu,TIRUCHIRAPPALLI,2016,Other Food Crops,Whole Year ,5
Tamil Nadu,TIRUCHIRAPPALLI,2016,Rice,Winter     ,21505
Tamil Nadu,TIRUCHIRAPPALLI,2017,Rice,Autumn     ,3453
Tamil Nadu,TIRUCHIRAPPALLI,2017,Other Cereals and Millets,Kharif     ,0
Tamil Nadu,TIRUCHIRAPPALLI,2017,Jowar,Kharif     ,216
Tamil Nadu,TIRUCHIRAPPALLI,2017,Other Pulses,Kharif     ,125
Tamil Nadu,TIRUCHIRAPPALLI,2017,Other Pulses,Rabi       ,942
Tamil Nadu,TIRUCHIRAPPALLI,2017,Jowar,Rabi       ,1125
Tamil Nadu,TIRUCHIRAPPALLI,2017,Other Cereals and Millets,Rabi       ,0
Tamil Nadu,TIRUCHIRAPPALLI,2017,Rice,Summer     ,2693
Tamil Nadu,TIRUCHIRAPPALLI,2017,Bajra,Whole Year ,35
Tamil Nadu,TIRUCHIRAPPALLI,2017,Maize,Whole Year ,375
Tamil Nadu,TIRUCHIRAPPALLI,2017,Ragi,Whole Year ,1
Tamil Nadu,TIRUCHIRAPPALLI,2017,Other Non Food Crops,Whole Year ,2105
Tamil Nadu,TIRUCHIRAPPALLI,2017,Gram,Whole Year ,1
Tamil Nadu,TIRUCHIRAPPALLI,2017,Arhar/Tur,Whole Year ,20
Tamil Nadu,TIRUCHIRAPPALLI,2017,Groundnut,Whole Year ,1453
Tamil Nadu,TIRUCHIRAPPALLI,2017,Sesamum,Whole Year ,1198
Tamil Nadu,TIRUCHIRAPPALLI,2017,Sunflower,Whole Year ,80
Tamil Nadu,TIRUCHIRAPPALLI,2017,Other Oilseeds,Whole Year ,4420
Tamil Nadu,TIRUCHIRAPPALLI,2017,Cotton,Whole Year ,385
Tamil Nadu,TIRUCHIRAPPALLI,2017,Sugarcane,Whole Year ,1749
Tamil Nadu,TIRUCHIRAPPALLI,2017,Fodder Crops,Whole Year ,188
Tamil Nadu,TIRUCHIRAPPALLI,2017,Rice,Winter     ,40407
Tamil Nadu,TIRUNELVELI,1997,Banana,Kharif     ,6049
Tamil Nadu,TIRUNELVELI,1997,Horse-gram,Kharif     ,691
Tamil Nadu,TIRUNELVELI,1997,Onion,Kharif     ,3431
Tamil Nadu,TIRUNELVELI,1997,Sesamum,Kharif     ,1572
Tamil Nadu,TIRUNELVELI,1997,Small millets,Kharif     ,71
Tamil Nadu,TIRUNELVELI,1997,Tobacco,Kharif     ,6
Tamil Nadu,TIRUNELVELI,1997,Arhar/Tur,Whole Year ,58
Tamil Nadu,TIRUNELVELI,1997,Bajra,Whole Year ,3403
Tamil Nadu,TIRUNELVELI,1997,Banana,Whole Year ,5262
Tamil Nadu,TIRUNELVELI,1997,Cardamom,Whole Year ,980
Tamil Nadu,TIRUNELVELI,1997,Cashewnut,Whole Year ,1876
Tamil Nadu,TIRUNELVELI,1997,Castor seed,Whole Year ,99
Tamil Nadu,TIRUNELVELI,1997,Coriander,Whole Year ,95
Tamil Nadu,TIRUNELVELI,1997,Cotton,Whole Year ,8923
Tamil Nadu,TIRUNELVELI,1997,Dry chillies,Whole Year ,2517
Tamil Nadu,TIRUNELVELI,1997,Dry ginger,Whole Year ,4
Tamil Nadu,TIRUNELVELI,1997,Groundnut,Whole Year ,5733
Tamil Nadu,TIRUNELVELI,1997,Jowar,Whole Year ,1688
Tamil Nadu,TIRUNELVELI,1997,Maize,Whole Year ,2384
Tamil Nadu,TIRUNELVELI,1997,Moong(Green Gram),Whole Year ,5836
Tamil Nadu,TIRUNELVELI,1997,Onion,Whole Year ,845
Tamil Nadu,TIRUNELVELI,1997,Other Pulses,Whole Year ,21749
Tamil Nadu,TIRUNELVELI,1997,Ragi,Whole Year ,936
Tamil Nadu,TIRUNELVELI,1997,Rice,Whole Year ,88781
Tamil Nadu,TIRUNELVELI,1997,Small millets,Whole Year ,200
Tamil Nadu,TIRUNELVELI,1997,Sugarcane,Whole Year ,2237
Tamil Nadu,TIRUNELVELI,1997,Sunflower,Whole Year ,171
Tamil Nadu,TIRUNELVELI,1997,Sweet potato,Whole Year ,151
Tamil Nadu,TIRUNELVELI,1997,Tapioca,Whole Year ,261
Tamil Nadu,TIRUNELVELI,1997,Tobacco,Whole Year ,17
Tamil Nadu,TIRUNELVELI,1997,Total foodgrain,Whole Year ,119357
Tamil Nadu,TIRUNELVELI,1997,Urad,Whole Year ,12643
Tamil Nadu,TIRUNELVELI,1998,Rice,Autumn     ,17639
Tamil Nadu,TIRUNELVELI,1998,Jowar,Kharif     ,1115
Tamil Nadu,TIRUNELVELI,1998,Other Cereals and Millets,Kharif     ,32
Tamil Nadu,TIRUNELVELI,1998,Other Pulses,Kharif     ,1321
Tamil Nadu,TIRUNELVELI,1998,Jowar,Rabi       ,17
Tamil Nadu,TIRUNELVELI,1998,Rice,Summer     ,3364
Tamil Nadu,TIRUNELVELI,1998,Bajra,Whole Year ,293
Tamil Nadu,TIRUNELVELI,1998,Maize,Whole Year ,530
Tamil Nadu,TIRUNELVELI,1998,Ragi,Whole Year ,706
Tamil Nadu,TIRUNELVELI,1998,Other Non Food Crops,Whole Year ,1854
Tamil Nadu,TIRUNELVELI,1998,Arhar/Tur,Whole Year ,58
Tamil Nadu,TIRUNELVELI,1998,Groundnut,Whole Year ,6314
Tamil Nadu,TIRUNELVELI,1998,Sesamum,Whole Year ,51
Tamil Nadu,TIRUNELVELI,1998,Sunflower,Whole Year ,201
Tamil Nadu,TIRUNELVELI,1998,Soyabean,Whole Year ,570
Tamil Nadu,TIRUNELVELI,1998,Other Oilseeds,Whole Year ,9936
Tamil Nadu,TIRUNELVELI,1998,Cotton,Whole Year ,6195
Tamil Nadu,TIRUNELVELI,1998,Sugarcane,Whole Year ,3537
Tamil Nadu,TIRUNELVELI,1998,Tobacco,Whole Year ,14
Tamil Nadu,TIRUNELVELI,1998,Fodder Crops,Whole Year ,328
Tamil Nadu,TIRUNELVELI,1998,Rice,Winter     ,70780
Tamil Nadu,TIRUNELVELI,1999,Rice,Autumn     ,23130
Tamil Nadu,TIRUNELVELI,1999,Other Cereals and Millets,Kharif     ,22
Tamil Nadu,TIRUNELVELI,1999,Other Pulses,Kharif     ,1173
Tamil Nadu,TIRUNELVELI,1999,Jowar,Kharif     ,1238
Tamil Nadu,TIRUNELVELI,1999,Jowar,Rabi       ,97
Tamil Nadu,TIRUNELVELI,1999,Rice,Summer     ,2463
Tamil Nadu,TIRUNELVELI,1999,Bajra,Whole Year ,797
Tamil Nadu,TIRUNELVELI,1999,Maize,Whole Year ,2411
Tamil Nadu,TIRUNELVELI,1999,Ragi,Whole Year ,904
Tamil Nadu,TIRUNELVELI,1999,Other Non Food Crops,Whole Year ,1808
Tamil Nadu,TIRUNELVELI,1999,Arhar/Tur,Whole Year ,44
Tamil Nadu,TIRUNELVELI,1999,Groundnut,Whole Year ,3193
Tamil Nadu,TIRUNELVELI,1999,Sesamum,Whole Year ,95
Tamil Nadu,TIRUNELVELI,1999,Sunflower,Whole Year ,174
Tamil Nadu,TIRUNELVELI,1999,Soyabean,Whole Year ,246
Tamil Nadu,TIRUNELVELI,1999,Other Oilseeds,Whole Year ,9802
Tamil Nadu,TIRUNELVELI,1999,Cotton,Whole Year ,6422
Tamil Nadu,TIRUNELVELI,1999,Sugarcane,Whole Year ,4475
Tamil Nadu,TIRUNELVELI,1999,Tobacco,Whole Year ,1
Tamil Nadu,TIRUNELVELI,1999,Fodder Crops,Whole Year ,453
Tamil Nadu,TIRUNELVELI,1999,Rice,Winter     ,60724
Tamil Nadu,TIRUNELVELI,2000,Rice,Autumn     ,21526
Tamil Nadu,TIRUNELVELI,2000,Jowar,Kharif     ,2137
Tamil Nadu,TIRUNELVELI,2000,Other Cereals and Millets,Kharif     ,3
Tamil Nadu,TIRUNELVELI,2000,Other Pulses,Kharif     ,2257
Tamil Nadu,TIRUNELVELI,2000,Jowar,Rabi       ,110
Tamil Nadu,TIRUNELVELI,2000,Rice,Summer     ,2875
Tamil Nadu,TIRUNELVELI,2000,Bajra,Whole Year ,379
Tamil Nadu,TIRUNELVELI,2000,Maize,Whole Year ,1296
Tamil Nadu,TIRUNELVELI,2000,Ragi,Whole Year ,472
Tamil Nadu,TIRUNELVELI,2000,Other Non Food Crops,Whole Year ,1972
Tamil Nadu,TIRUNELVELI,2000,Arhar/Tur,Whole Year ,21
Tamil Nadu,TIRUNELVELI,2000,Groundnut,Whole Year ,3599
Tamil Nadu,TIRUNELVELI,2000,Sesamum,Whole Year ,88
Tamil Nadu,TIRUNELVELI,2000,Sunflower,Whole Year ,38
Tamil Nadu,TIRUNELVELI,2000,Soyabean,Whole Year ,44
Tamil Nadu,TIRUNELVELI,2000,Other Oilseeds,Whole Year ,10170
Tamil Nadu,TIRUNELVELI,2000,Cotton,Whole Year ,8100
Tamil Nadu,TIRUNELVELI,2000,Sugarcane,Whole Year ,5217
Tamil Nadu,TIRUNELVELI,2000,Fodder Crops,Whole Year ,306
Tamil Nadu,TIRUNELVELI,2000,Rice,Winter     ,51884
Tamil Nadu,TIRUNELVELI,2001,Rice,Autumn     ,22770
Tamil Nadu,TIRUNELVELI,2001,Other Cereals and Millets,Kharif     ,36
Tamil Nadu,TIRUNELVELI,2001,Other Pulses,Kharif     ,1305
Tamil Nadu,TIRUNELVELI,2001,Jowar,Kharif     ,1313
Tamil Nadu,TIRUNELVELI,2001,Jowar,Rabi       ,63
Tamil Nadu,TIRUNELVELI,2001,Rice,Summer     ,1597
Tamil Nadu,TIRUNELVELI,2001,Bajra,Whole Year ,291
Tamil Nadu,TIRUNELVELI,2001,Maize,Whole Year ,1238
Tamil Nadu,TIRUNELVELI,2001,Ragi,Whole Year ,583
Tamil Nadu,TIRUNELVELI,2001,Other Non Food Crops,Whole Year ,2053
Tamil Nadu,TIRUNELVELI,2001,Arhar/Tur,Whole Year ,49
Tamil Nadu,TIRUNELVELI,2001,Groundnut,Whole Year ,2042
Tamil Nadu,TIRUNELVELI,2001,Sesamum,Whole Year ,66
Tamil Nadu,TIRUNELVELI,2001,Sunflower,Whole Year ,64
Tamil Nadu,TIRUNELVELI,2001,Soyabean,Whole Year ,39
Tamil Nadu,TIRUNELVELI,2001,Other Oilseeds,Whole Year ,10740
Tamil Nadu,TIRUNELVELI,2001,Cotton,Whole Year ,4464
Tamil Nadu,TIRUNELVELI,2001,Sugarcane,Whole Year ,3736
Tamil Nadu,TIRUNELVELI,2001,Tobacco,Whole Year ,8
Tamil Nadu,TIRUNELVELI,2001,Fodder Crops,Whole Year ,192
Tamil Nadu,TIRUNELVELI,2001,Rice,Winter     ,47616
Tamil Nadu,TIRUNELVELI,2002,Rice,Autumn     ,13697
Tamil Nadu,TIRUNELVELI,2002,Other Cereals and Millets,Kharif     ,19
Tamil Nadu,TIRUNELVELI,2002,Other Pulses,Kharif     ,1308
Tamil Nadu,TIRUNELVELI,2002,Jowar,Kharif     ,1610
Tamil Nadu,TIRUNELVELI,2002,Rice,Summer     ,2393
Tamil Nadu,TIRUNELVELI,2002,Other Non Food Crops,Whole Year ,1893
Tamil Nadu,TIRUNELVELI,2002,Arhar/Tur,Whole Year ,22
Tamil Nadu,TIRUNELVELI,2002,Groundnut,Whole Year ,1452
Tamil Nadu,TIRUNELVELI,2002,Sesamum,Whole Year ,34
Tamil Nadu,TIRUNELVELI,2002,Sunflower,Whole Year ,141
Tamil Nadu,TIRUNELVELI,2002,Soyabean,Whole Year ,29
Tamil Nadu,TIRUNELVELI,2002,Other Oilseeds,Whole Year ,11460
Tamil Nadu,TIRUNELVELI,2002,Cotton,Whole Year ,2552
Tamil Nadu,TIRUNELVELI,2002,Sugarcane,Whole Year ,3476
Tamil Nadu,TIRUNELVELI,2002,Tobacco,Whole Year ,15
Tamil Nadu,TIRUNELVELI,2002,Fodder Crops,Whole Year ,312
Tamil Nadu,TIRUNELVELI,2002,Bajra,Whole Year ,307
Tamil Nadu,TIRUNELVELI,2002,Maize,Whole Year ,2012
Tamil Nadu,TIRUNELVELI,2002,Ragi,Whole Year ,420
Tamil Nadu,TIRUNELVELI,2002,Rice,Winter     ,50115
Tamil Nadu,TIRUNELVELI,2003,Rice,Autumn     ,7357
Tamil Nadu,TIRUNELVELI,2003,Jowar,Kharif     ,1224
Tamil Nadu,TIRUNELVELI,2003,Other Cereals and Millets,Kharif     ,9
Tamil Nadu,TIRUNELVELI,2003,Other Pulses,Kharif     ,1066
Tamil Nadu,TIRUNELVELI,2003,Rice,Summer     ,1800
Tamil Nadu,TIRUNELVELI,2003,Other Non Food Crops,Whole Year ,1789
Tamil Nadu,TIRUNELVELI,2003,Arhar/Tur,Whole Year ,18
Tamil Nadu,TIRUNELVELI,2003,Groundnut,Whole Year ,1231
Tamil Nadu,TIRUNELVELI,2003,Sesamum,Whole Year ,88
Tamil Nadu,TIRUNELVELI,2003,Sunflower,Whole Year ,247
Tamil Nadu,TIRUNELVELI,2003,Soyabean,Whole Year ,29
Tamil Nadu,TIRUNELVELI,2003,Other Oilseeds,Whole Year ,11905
Tamil Nadu,TIRUNELVELI,2003,Cotton,Whole Year ,3000
Tamil Nadu,TIRUNELVELI,2003,Sugarcane,Whole Year ,2707
Tamil Nadu,TIRUNELVELI,2003,Tobacco,Whole Year ,2
Tamil Nadu,TIRUNELVELI,2003,Fodder Crops,Whole Year ,395
Tamil Nadu,TIRUNELVELI,2003,Bajra,Whole Year ,243
Tamil Nadu,TIRUNELVELI,2003,Maize,Whole Year ,1668
Tamil Nadu,TIRUNELVELI,2003,Ragi,Whole Year ,313
Tamil Nadu,TIRUNELVELI,2003,Rice,Winter     ,43317
Tamil Nadu,TIRUNELVELI,2004,Rice,Autumn     ,24297
Tamil Nadu,TIRUNELVELI,2004,Jowar,Kharif     ,1436
Tamil Nadu,TIRUNELVELI,2004,Other Cereals and Millets,Kharif     ,10
Tamil Nadu,TIRUNELVELI,2004,Other Pulses,Kharif     ,3569
Tamil Nadu,TIRUNELVELI,2004,Rice,Summer     ,2279
Tamil Nadu,TIRUNELVELI,2004,Bajra,Whole Year ,253
Tamil Nadu,TIRUNELVELI,2004,Maize,Whole Year ,3301
Tamil Nadu,TIRUNELVELI,2004,Ragi,Whole Year ,292
Tamil Nadu,TIRUNELVELI,2004,Other Non Food Crops,Whole Year ,1898
Tamil Nadu,TIRUNELVELI,2004,Gram,Whole Year ,5
Tamil Nadu,TIRUNELVELI,2004,Arhar/Tur,Whole Year ,33
Tamil Nadu,TIRUNELVELI,2004,Groundnut,Whole Year ,1764
Tamil Nadu,TIRUNELVELI,2004,Sesamum,Whole Year ,56
Tamil Nadu,TIRUNELVELI,2004,Sunflower,Whole Year ,708
Tamil Nadu,TIRUNELVELI,2004,Soyabean,Whole Year ,31
Tamil Nadu,TIRUNELVELI,2004,Other Oilseeds,Whole Year ,12024
Tamil Nadu,TIRUNELVELI,2004,Cotton,Whole Year ,4451
Tamil Nadu,TIRUNELVELI,2004,Sugarcane,Whole Year ,2771
Tamil Nadu,TIRUNELVELI,2004,Tobacco,Whole Year ,8
Tamil Nadu,TIRUNELVELI,2004,Fodder Crops,Whole Year ,65
Tamil Nadu,TIRUNELVELI,2004,Rice,Winter     ,60256
Tamil Nadu,TIRUNELVELI,2005,Rice,Autumn     ,19131
Tamil Nadu,TIRUNELVELI,2005,Other Cereals and Millets,Kharif     ,30
Tamil Nadu,TIRUNELVELI,2005,Other Pulses,Kharif     ,2168
Tamil Nadu,TIRUNELVELI,2005,Jowar,Kharif     ,1625
Tamil Nadu,TIRUNELVELI,2005,Rice,Summer     ,1825
Tamil Nadu,TIRUNELVELI,2005,Other Non Food Crops,Whole Year ,1790
Tamil Nadu,TIRUNELVELI,2005,Gram,Whole Year ,1
Tamil Nadu,TIRUNELVELI,2005,Arhar/Tur,Whole Year ,24
Tamil Nadu,TIRUNELVELI,2005,Groundnut,Whole Year ,2553
Tamil Nadu,TIRUNELVELI,2005,Sesamum,Whole Year ,86
Tamil Nadu,TIRUNELVELI,2005,Sunflower,Whole Year ,876
Tamil Nadu,TIRUNELVELI,2005,Other Oilseeds,Whole Year ,12559
Tamil Nadu,TIRUNELVELI,2005,Cotton,Whole Year ,3581
Tamil Nadu,TIRUNELVELI,2005,Sugarcane,Whole Year ,4614
Tamil Nadu,TIRUNELVELI,2005,Tobacco,Whole Year ,15
Tamil Nadu,TIRUNELVELI,2005,Fodder Crops,Whole Year ,218
Tamil Nadu,TIRUNELVELI,2005,Bajra,Whole Year ,194
Tamil Nadu,TIRUNELVELI,2005,Maize,Whole Year ,3316
Tamil Nadu,TIRUNELVELI,2005,Ragi,Whole Year ,251
Tamil Nadu,TIRUNELVELI,2005,Rice,Winter     ,53947
Tamil Nadu,TIRUNELVELI,2006,Rice,Autumn     ,22527
Tamil Nadu,TIRUNELVELI,2006,Other Pulses,Kharif     ,359
Tamil Nadu,TIRUNELVELI,2006,Jowar,Kharif     ,1442
Tamil Nadu,TIRUNELVELI,2006,Jowar,Rabi       ,152
Tamil Nadu,TIRUNELVELI,2006,Other Pulses,Rabi       ,1102
Tamil Nadu,TIRUNELVELI,2006,Rice,Summer     ,4597
Tamil Nadu,TIRUNELVELI,2006,Other Non Food Crops,Whole Year ,1988
Tamil Nadu,TIRUNELVELI,2006,Gram,Whole Year ,2
Tamil Nadu,TIRUNELVELI,2006,Arhar/Tur,Whole Year ,11
Tamil Nadu,TIRUNELVELI,2006,Groundnut,Whole Year ,2338
Tamil Nadu,TIRUNELVELI,2006,Sesamum,Whole Year ,130
Tamil Nadu,TIRUNELVELI,2006,Rapeseed and Mustard,Whole Year ,5
Tamil Nadu,TIRUNELVELI,2006,Sunflower,Whole Year ,825
Tamil Nadu,TIRUNELVELI,2006,Soyabean,Whole Year ,14
Tamil Nadu,TIRUNELVELI,2006,Other Oilseeds,Whole Year ,11881
Tamil Nadu,TIRUNELVELI,2006,Cotton,Whole Year ,3052
Tamil Nadu,TIRUNELVELI,2006,Sugarcane,Whole Year ,5454
Tamil Nadu,TIRUNELVELI,2006,Tobacco,Whole Year ,5
Tamil Nadu,TIRUNELVELI,2006,Fodder Crops,Whole Year ,362
Tamil Nadu,TIRUNELVELI,2006,Bajra,Whole Year ,131
Tamil Nadu,TIRUNELVELI,2006,Maize,Whole Year ,2599
Tamil Nadu,TIRUNELVELI,2006,Ragi,Whole Year ,306
Tamil Nadu,TIRUNELVELI,2006,Other Food Crops,Whole Year ,1
Tamil Nadu,TIRUNELVELI,2006,Rice,Winter     ,64760
Tamil Nadu,TIRUNELVELI,2007,Rice,Autumn     ,25551
Tamil Nadu,TIRUNELVELI,2007,Other Pulses,Kharif     ,613
Tamil Nadu,TIRUNELVELI,2007,Jowar,Kharif     ,1601
Tamil Nadu,TIRUNELVELI,2007,Other Cereals and Millets,Kharif     ,5
Tamil Nadu,TIRUNELVELI,2007,Other Cereals and Millets,Rabi       ,3
Tamil Nadu,TIRUNELVELI,2007,Jowar,Rabi       ,792
Tamil Nadu,TIRUNELVELI,2007,Other Pulses,Rabi       ,1387
Tamil Nadu,TIRUNELVELI,2007,Rice,Summer     ,3523
Tamil Nadu,TIRUNELVELI,2007,Other Non Food Crops,Whole Year ,2423
Tamil Nadu,TIRUNELVELI,2007,Gram,Whole Year ,1
Tamil Nadu,TIRUNELVELI,2007,Arhar/Tur,Whole Year ,70
Tamil Nadu,TIRUNELVELI,2007,Groundnut,Whole Year ,1900
Tamil Nadu,TIRUNELVELI,2007,Sesamum,Whole Year ,234
Tamil Nadu,TIRUNELVELI,2007,Sunflower,Whole Year ,2984
Tamil Nadu,TIRUNELVELI,2007,Soyabean,Whole Year ,10
